,Country,Cluster,Year,GDP,Population,GDPpc
201,ALB,2,2090,16555.955078125,1821.4381103515625,9.511541
202,ALB,2,2095,16839.2900390625,1734.29296875,9.559685
203,ALB,2,2100,16754.640625,1663.4246826171875,10.512556
204,ARE,0,2020,388525.4375,9287.2890625,41.834106
205,ARE,0,2025,490664.15625,10744.6728515625,45.728462
206,ARE,0,2030,657140.1875,12499.1396484375,52.873886
207,ARE,0,2035,857137.5,14817.7119140625,58.695854
208,ARE,0,2040,1102863.0,16861.67578125,64.30136
209,ARE,0,2045,1380280.75,18856.091796875,74.26557
210,ARE,0,2050,1704205.125,20136.126953125,87.3576
211,ARE,0,2055,2047212.0,21820.556640625,97.62638
212,ARE,0,2060,2434972.25,23023.830078125,111.72566
213,ARE,0,2065,2817688.25,23710.5,123.3302
214,ARE,0,2070,3236725.0,24561.046875,134.34328
215,ARE,0,2075,3667310.75,25132.103515625,151.38437
216,ARE,0,2080,4088100.75,25686.951171875,164.47476
217,ARE,0,2085,4547705.0,26120.869140625,176.46594
218,ARE,0,2090,4969975.5,26665.1484375,192.46283
219,ARE,0,2095,5651184.5,27232.50390625,213.17905
220,ARE,0,2100,6269234.5,27586.099609375,232.59886
221,ARE,1,2020,388525.4375,9287.2890625,41.834106
222,ARE,1,2025,512436.6875,10862.9296875,45.472984
223,ARE,1,2030,711446.5,12724.7802734375,54.805237
224,ARE,1,2035,959455.8125,15092.7333984375,66.14709
225,ARE,1,2040,1264790.25,16861.67578125,73.84619
226,ARE,1,2045,1636840.875,19225.16796875,96.25765
227,ARE,1,2050,2242352.75,20915.44140625,116.54042
228,ARE,1,2055,2811496.5,22379.587890625,142.19543
229,ARE,1,2060,3502803.25,23031.611328125,158.46263
230,ARE,1,2065,4740718.0,24744.794921875,210.1573
231,ARE,1,2070,6269413.5,25150.681640625,264.01053
232,ARE,1,2075,7985844.0,25181.7109375,322.47736
233,ARE,1,2080,10270563.0,25632.841796875,373.18668
234,ARE,1,2085,12183192.0,25687.927734375,462.07895
235,ARE,1,2090,13796579.0,27107.92578125,505.46692
236,ARE,1,2095,16826904.0,27157.88671875,668.9048
237,ARE,1,2100,18221634.0,27494.095703125,661.1016
238,ARE,2,2020,388525.4375,9287.2890625,41.834106
239,ARE,2,2025,479386.15625,10649.33837890625,44.92483
240,ARE,2,2030,600685.0625,12635.5458984375,48.17245
241,ARE,2,2035,730389.0,14894.388671875,49.449932
242,ARE,2,2040,871254.96875,16936.296875,52.22723
243,ARE,2,2045,1016773.28125,19023.861328125,54.744427
244,ARE,2,2050,1153112.25,20335.064453125,57.39081
245,ARE,2,2055,1289183.0,21914.390625,61.34092
246,ARE,2,2060,1413755.125,23023.830078125,63.787704
247,ARE,2,2065,1554830.0,23836.283203125,66.850685
248,ARE,2,2070,1660441.75,24757.509765625,69.252174
249,ARE,2,2075,1782367.5625,25128.212890625,72.08845
250,ARE,2,2080,1910849.4375,25699.537109375,75.40851
251,ARE,2,2085,2082197.6875,26180.0859375,84.24785
252,ARE,2,2090,2257628.875,26537.8818359375,85.569336
253,ARE,2,2095,2444825.375,27112.798828125,93.436295
254,ARE,2,2100,2615303.875,27500.5537109375,101.95657
255,ARG,0,2020,521835.4375,45376.76171875,11.500059
256,ARG,0,2025,622321.375,47337.5,13.123688
257,ARG,0,2030,766804.5625,49212.6171875,15.462686
258,ARG,0,2035,874369.875,50855.91796875,17.092932
259,ARG,0,2040,1060421.25,52415.4375,20.086529
260,ARG,0,2045,1218466.625,53841.328125,22.831884
261,ARG,0,2050,1432275.75,55013.7890625,25.97356
262,ARG,0,2055,1677049.125,56200.875,30.416237
263,ARG,0,2060,1910874.125,56954.94140625,32.474144
264,ARG,0,2065,2219909.25,57493.59375,38.077305
265,ARG,0,2070,2346257.75,57893.2109375,41.221973
266,ARG,0,2075,2742014.0,57920.546875,46.59586
267,ARG,0,2080,3080517.75,58049.70703125,52.62308
268,ARG,0,2085,3347715.5,58035.41796875,58.31359
269,ARG,0,2090,3588294.75,57716.046875,62.783634
270,ARG,0,2095,3916768.5,57290.08203125,69.655495
271,ARG,0,2100,4362050.0,56807.31640625,77.19081
272,ARG,1,2020,521835.4375,45376.76171875,11.500059
273,ARG,1,2025,715178.625,47380.9609375,15.177959
274,ARG,1,2030,842346.75,49245.05078125,17.124405
275,ARG,1,2035,1132824.0,50764.58203125,22.540222
276,ARG,1,2040,1374591.75,52407.90234375,26.462091
277,ARG,1,2045,1609294.125,53784.7109375,30.285753
278,ARG,1,2050,1933487.5,54856.41796875,35.05291
279,ARG,1,2055,2234105.0,55785.0390625,38.43705
280,ARG,1,2060,2608042.0,56598.3203125,46.901432
281,ARG,1,2065,3647682.75,57403.28515625,67.43064
282,ARG,1,2070,4800175.0,57449.31640625,89.12353
283,ARG,1,2075,5917311.5,57818.609375,105.9507
284,ARG,1,2080,6645621.0,57938.54296875,106.63826
285,ARG,1,2085,7954054.0,57800.43359375,141.33505
286,ARG,1,2090,9371450.0,57549.5234375,169.4005
287,ARG,1,2095,10251277.0,57091.1484375,190.90872
288,ARG,1,2100,11827105.0,56246.49609375,220.3396
289,ARG,2,2020,521835.4375,45376.76171875,11.500059
290,ARG,2,2025,578933.1875,47345.36328125,12.222439
291,ARG,2,2030,638422.28125,49236.890625,12.880885
292,ARG,2,2035,720089.78125,50875.74609375,14.261962
293,ARG,2,2040,771319.0,52476.5546875,14.764479
294,ARG,2,2045,849596.53125,53886.42578125,15.980815
295,ARG,2,2050,949147.0,55065.18359375,17.211636
296,ARG,2,2055,996854.53125,56254.67578125,17.613998
297,ARG,2,2060,1105837.9375,57030.23828125,19.40286
298,ARG,2,2065,1171131.4375,57674.330078125,20.571074
299,ARG,2,2070,1227358.9375,58006.57421875,21.626467
300,ARG,2,2075,1292367.8125,58133.82421875,22.572952
301,ARG,2,2080,1359333.875,58239.93359375,23.458796
302,ARG,2,2085,1421783.5,58236.1640625,24.920666
303,ARG,2,2090,1509174.0625,57934.34375,26.352114
304,ARG,2,2095,1592080.4375,57539.3359375,28.036417
305,ARG,2,2100,1658151.4375,57107.75,28.337606
306,ARM,0,2020,12102.4775390625,2805.60791015625,4.313674
307,ARM,0,2025,14413.833984375,2830.738037109375,5.1279593
308,ARM,0,2030,16485.359375,2830.04248046875,5.7507195
309,ARM,0,2035,18547.634765625,2821.44921875,6.555322
310,ARM,0,2040,21626.279296875,2786.495849609375,7.5492578
311,ARM,0,2045,25676.732421875,2781.830322265625,9.038949
312,ARM,0,2050,30149.05859375,2774.29541015625,10.77261
313,ARM,0,2055,35066.05859375,2776.403564453125,13.048811
314,ARM,0,2060,37108.94921875,2730.962646484375,14.392563
315,ARM,0,2065,41525.58984375,2658.06298828125,15.871381
316,ARM,0,2070,46898.5546875,2589.254638671875,17.946156
317,ARM,0,2075,51684.91796875,2538.182373046875,19.540264
318,ARM,0,2080,52471.36328125,2473.325927734375,19.210302
319,ARM,0,2085,55526.8046875,2435.702880859375,21.852812
320,ARM,0,2090,60352.078125,2401.872314453125,26.100533
321,ARM,0,2095,69759.9921875,2350.5703125,29.292059
322,ARM,0,2100,77091.03125,2303.3154296875,31.17183
323,ARM,1,2020,12102.4775390625,2805.60791015625,4.313674
324,ARM,1,2025,17423.208984375,2815.04150390625,6.2576194
325,ARM,1,2030,21971.75390625,2772.560546875,7.6157465
326,ARM,1,2035,27729.5078125,2805.658203125,10.044982
327,ARM,1,2040,32594.533203125,2764.67236328125,11.873318
328,ARM,1,2045,36228.984375,2741.6689453125,13.057301
329,ARM,1,2050,39123.4140625,2650.793701171875,13.373834
330,ARM,1,2055,45505.79296875,2587.623779296875,18.121084
331,ARM,1,2060,56315.36328125,2569.364990234375,21.145605
332,ARM,1,2065,71691.2109375,2518.39013671875,27.175863
333,ARM,1,2070,82908.4375,2430.179931640625,31.588545
334,ARM,1,2075,106214.46875,2375.383544921875,43.378044
335,ARM,1,2080,114182.4375,2418.0478515625,47.337288
336,ARM,1,2085,136578.40625,2323.754150390625,65.116035
337,ARM,1,2090,159607.90625,2372.731201171875,68.41205
338,ARM,1,2095,190769.71875,2290.369873046875,90.660484
339,ARM,1,2100,216818.796875,2245.15380859375,99.76343
340,ARM,2,2020,12102.4775390625,2805.60791015625,4.313674
341,ARM,2,2025,13342.0693359375,2834.443359375,4.698184
342,ARM,2,2030,14648.32373046875,2836.8623046875,5.090586
343,ARM,2,2035,15976.25341796875,2826.30810546875,5.668816
344,ARM,2,2040,16887.8603515625,2784.834716796875,6.017053
345,ARM,2,2045,18467.4326171875,2773.294921875,6.549565
346,ARM,2,2050,19562.1376953125,2774.29541015625,6.89622
347,ARM,2,2055,21718.357421875,2775.965576171875,8.037028
348,ARM,2,2060,22285.640625,2723.56005859375,8.309843
349,ARM,2,2065,24592.7685546875,2660.33154296875,8.952927
350,ARM,2,2070,25910.2646484375,2605.37890625,10.004082
351,ARM,2,2075,28453.3134765625,2554.546142578125,11.704451
352,ARM,2,2080,30384.8046875,2497.320068359375,11.611048
353,ARM,2,2085,29956.4033203125,2457.844482421875,11.512156
354,ARM,2,2090,32104.55078125,2413.7880859375,12.461474
355,ARM,2,2095,34170.57421875,2368.81591796875,14.109531
356,ARM,2,2100,34013.404296875,2309.718017578125,13.992646
357,AUS,0,2020,1509912.25,25649.248046875,58.867702
358,AUS,0,2025,1758523.25,27029.740234375,65.36402
359,AUS,0,2030,2087323.5,28226.673828125,73.94557
360,AUS,0,2035,2362557.75,29208.05859375,80.850235
361,AUS,0,2040,2770411.75,30152.93359375,92.48466
362,AUS,0,2045,3161923.5,31031.130859375,101.99261
363,AUS,0,2050,3527694.0,31567.419921875,111.89529
364,AUS,0,2055,4059114.5,32007.986328125,125.96163
365,AUS,0,2060,4528228.5,32207.482421875,140.25302
366,AUS,0,2065,5152056.5,32507.521484375,161.0358
367,AUS,0,2070,5654145.0,32759.314453125,178.16194
368,AUS,0,2075,6347191.5,32972.77734375,196.26411
369,AUS,0,2080,6893353.0,33147.2578125,202.041
370,AUS,0,2085,7577262.0,33176.91796875,237.97487
371,AUS,0,2090,8204116.0,32985.15234375,257.82846
372,AUS,0,2095,8805929.0,32947.24609375,272.3458
373,AUS,0,2100,9187945.0,32975.70703125,302.39685
374,AUS,1,2020,1509912.25,25649.248046875,58.867702
375,AUS,1,2025,1844727.625,27046.912109375,68.30998
376,AUS,1,2030,2323071.25,28248.630859375,83.53378
377,AUS,1,2035,2870888.25,29134.62890625,99.14362
378,AUS,1,2040,3495621.5,30033.85546875,115.26485
379,AUS,1,2045,4224160.5,30954.263671875,135.08434
380,AUS,1,2050,5246976.5,31875.3125,165.12245
381,AUS,1,2055,6426643.5,31661.6171875,214.03426
382,AUS,1,2060,7539329.0,31836.6171875,254.46631
383,AUS,1,2065,9225893.0,32361.33203125,297.56628
384,AUS,1,2070,11307449.0,33053.11328125,348.8303
385,AUS,1,2075,13559718.0,33374.515625,441.4637
386,AUS,1,2080,15759041.0,33472.63671875,471.4164
387,AUS,1,2085,18352082.0,33551.078125,537.82733
388,AUS,1,2090,21455458.0,33201.0234375,613.7024
389,AUS,1,2095,23614520.0,33557.27734375,673.3671
390,AUS,1,2100,26482466.0,33483.36328125,763.1506
391,AUS,2,2020,1509912.25,25649.248046875,58.867702
392,AUS,2,2025,1716598.4375,27047.27734375,63.5948
393,AUS,2,2030,1880946.625,28248.40234375,66.98519
394,AUS,2,2035,2005819.375,29221.884765625,68.557236
395,AUS,2,2040,2195350.625,30179.986328125,73.22028
396,AUS,2,2045,2350984.0,31041.244140625,75.81099
397,AUS,2,2050,2527311.0,31678.712890625,80.041534
398,AUS,2,2055,2703956.875,32134.8505859375,85.04965
399,AUS,2,2060,2865632.125,32367.353515625,88.45315
400,AUS,2,2065,3070684.875,32723.158203125,92.28928
401,AUS,2,2070,3179929.875,33187.0625,96.19548
402,AUS,2,2075,3367039.0,33396.4296875,101.01505
403,AUS,2,2080,3460550.5,33503.728515625,105.0206
404,AUS,2,2085,3689387.875,33570.396484375,110.68555
405,AUS,2,2090,3866428.5,33317.37890625,117.71533
406,AUS,2,2095,4043054.375,33422.51171875,125.20271
407,AUS,2,2100,4192915.875,33299.59765625,125.872086
408,AUT,0,2020,391717.6875,8916.8642578125,43.92998
409,AUT,0,2025,444874.4375,9176.3671875,48.685986
410,AUT,0,2030,517065.34375,9383.55078125,55.69336
411,AUT,0,2035,577272.0,9529.400390625,59.814762
412,AUT,0,2040,671876.6875,9625.86328125,70.335236
413,AUT,0,2045,752124.75,9672.7880859375,77.29802
414,AUT,0,2050,840306.25,9694.7861328125,86.892456
415,AUT,0,2055,944225.375,9687.2890625,97.090996
416,AUT,0,2060,1031362.875,9641.6279296875,106.019264
417,AUT,0,2065,1112099.625,9605.7587890625,113.50673
418,AUT,0,2070,1245900.25,9520.765625,130.0511
419,AUT,0,2075,1330987.125,9465.447265625,140.75578
420,AUT,0,2080,1456593.875,9407.064453125,153.88246
421,AUT,0,2085,1574433.375,9332.486328125,166.82533
422,AUT,0,2090,1657611.625,9235.2421875,174.70128
423,AUT,0,2095,1760983.0,9149.9814453125,192.90768
424,AUT,0,2100,1868388.25,9049.5791015625,201.1225
425,AUT,1,2020,391717.6875,8916.8642578125,43.92998
426,AUT,1,2025,480467.59375,9190.703125,53.07027
427,AUT,1,2030,543767.0625,9417.962890625,58.836605
428,AUT,1,2035,645347.125,9526.5712890625,66.45982
429,AUT,1,2040,796852.1875,9615.162109375,82.085594
430,AUT,1,2045,993621.0625,9786.1806640625,103.8706
431,AUT,1,2050,1175369.125,9726.70703125,121.24331
432,AUT,1,2055,1498155.75,9700.5439453125,160.4738
433,AUT,1,2060,1855707.125,9748.0517578125,189.64589
434,AUT,1,2065,2152720.5,9644.7919921875,221.65736
435,AUT,1,2070,2646938.5,9566.6396484375,257.88895
436,AUT,1,2075,2889881.25,9468.7001953125,310.35754
437,AUT,1,2080,3404779.5,9421.517578125,385.22372
438,AUT,1,2085,4012635.75,9388.51953125,433.2214
439,AUT,1,2090,4479268.5,9262.7548828125,512.3249
440,AUT,1,2095,5050450.5,9216.2919921875,545.8491
441,AUT,1,2100,5712082.0,9134.1552734375,675.6601
442,AUT,2,2020,391717.6875,8916.8642578125,43.92998
443,AUT,2,2025,429110.640625,9179.515625,46.713627
444,AUT,2,2030,451545.796875,9387.4384765625,48.057396
445,AUT,2,2035,469072.53125,9542.693359375,48.953896
446,AUT,2,2040,500190.515625,9641.703125,51.45263
447,AUT,2,2045,523050.328125,9686.197265625,53.398277
448,AUT,2,2050,576595.71875,9688.2509765625,59.61804
449,AUT,2,2055,594567.34375,9681.84765625,60.94686
450,AUT,2,2060,608168.9375,9625.4638671875,61.84454
451,AUT,2,2065,636656.96875,9582.216796875,65.89656
452,AUT,2,2070,647448.78125,9504.5546875,66.691986
453,AUT,2,2075,674343.21875,9463.162109375,69.995094
454,AUT,2,2080,705719.59375,9378.6337890625,74.97706
455,AUT,2,2085,729854.65625,9286.6142578125,76.7354
456,AUT,2,2090,783751.15625,9192.0302734375,83.73565
457,AUT,2,2095,817343.4375,9086.400390625,88.64483
458,AUT,2,2100,840565.65625,8966.3359375,93.44536
459,AZE,0,2020,52002.68359375,10093.12109375,5.15229
460,AZE,0,2025,62935.34375,10438.1904296875,6.0442657
461,AZE,0,2030,72235.96875,10660.65234375,6.7909007
462,AZE,0,2035,82584.0,10802.1904296875,7.685391
463,AZE,0,2040,98473.1875,10883.1328125,9.065604
464,AZE,0,2045,106256.34375,10884.8515625,9.841208
465,AZE,0,2050,115512.1953125,10799.283203125,10.7772455
466,AZE,0,2055,132170.609375,10700.7138671875,12.268125
467,AZE,0,2060,139071.875,10538.3037109375,13.6503315
