INPUT_TABLE
Variable ID
OutputDriver_Ag

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,generic.ghg
India,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NMVOC_AWB
India,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NMVOC_AWB
India,Wheat,WheatAEZ12,WheatAEZ12,2020,NMVOC_AWB
India,Corn,CornAEZ12,CornAEZ12,2020,NH3_AWB
India,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NH3_AWB
India,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NH3_AWB
India,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NH3_AWB
India,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NH3_AWB
India,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NH3_AWB
India,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NH3_AWB
India,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NH3_AWB
India,Rice,RiceAEZ12,RiceAEZ12,2020,NH3_AWB
India,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NH3_AWB
India,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NH3_AWB
India,Wheat,WheatAEZ12,WheatAEZ12,2020,NH3_AWB
India,Corn,CornAEZ12,CornAEZ12,2020,BC_AWB
India,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,BC_AWB
India,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,BC_AWB
India,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,BC_AWB
India,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,BC_AWB
India,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,BC_AWB
India,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,BC_AWB
India,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,BC_AWB
India,Rice,RiceAEZ12,RiceAEZ12,2020,BC_AWB
India,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,BC_AWB
India,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,BC_AWB
India,Wheat,WheatAEZ12,WheatAEZ12,2020,BC_AWB
India,Corn,CornAEZ12,CornAEZ12,2020,OC_AWB
India,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,OC_AWB
India,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,OC_AWB
India,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,OC_AWB
India,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,OC_AWB
India,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,OC_AWB
India,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,OC_AWB
India,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,OC_AWB
India,Rice,RiceAEZ12,RiceAEZ12,2020,OC_AWB
India,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,OC_AWB
India,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,OC_AWB
India,Wheat,WheatAEZ12,WheatAEZ12,2020,OC_AWB
India,Corn,CornAEZ12,CornAEZ12,2020,SO2_2_AWB
India,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,SO2_2_AWB
India,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,SO2_2_AWB
India,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,SO2_2_AWB
India,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,SO2_2_AWB
India,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,SO2_2_AWB
India,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,SO2_2_AWB
India,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,SO2_2_AWB
India,Rice,RiceAEZ12,RiceAEZ12,2020,SO2_2_AWB
India,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,SO2_2_AWB
India,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,SO2_2_AWB
India,Wheat,WheatAEZ12,WheatAEZ12,2020,SO2_2_AWB
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,CH4_AGR
Japan,Corn,CornAEZ12,CornAEZ12,2020,N2O_AGR
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,N2O_AGR
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,N2O_AGR
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,N2O_AGR
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,N2O_AGR
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,N2O_AGR
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,N2O_AGR
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,N2O_AGR
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,N2O_AGR
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,N2O_AGR
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,N2O_AGR
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,N2O_AGR
Japan,biomass,biomassAEZ12,biomassAEZ12,2020,N2O_AGR
Japan,Corn,CornAEZ12,CornAEZ12,2020,NOx_AGR
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NOx_AGR
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NOx_AGR
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NOx_AGR
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NOx_AGR
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NOx_AGR
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NOx_AGR
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NOx_AGR
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,NOx_AGR
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NOx_AGR
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NOx_AGR
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,NOx_AGR
Japan,Corn,CornAEZ12,CornAEZ12,2020,NMVOC_AGR
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NMVOC_AGR
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NMVOC_AGR
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NMVOC_AGR
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NMVOC_AGR
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NMVOC_AGR
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NMVOC_AGR
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NMVOC_AGR
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,NMVOC_AGR
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NMVOC_AGR
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NMVOC_AGR
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,NMVOC_AGR
Japan,Corn,CornAEZ12,CornAEZ12,2020,NH3_AGR
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NH3_AGR
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NH3_AGR
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NH3_AGR
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NH3_AGR
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NH3_AGR
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NH3_AGR
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NH3_AGR
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,NH3_AGR
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NH3_AGR
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NH3_AGR
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,NH3_AGR
Japan,Corn,CornAEZ12,CornAEZ12,2020,CH4_AWB
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,CH4_AWB
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,CH4_AWB
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,CH4_AWB
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,CH4_AWB
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,CH4_AWB
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,CH4_AWB
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,CH4_AWB
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,CH4_AWB
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,CH4_AWB
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,CH4_AWB
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,CH4_AWB
Japan,Corn,CornAEZ12,CornAEZ12,2020,N2O_AWB
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,N2O_AWB
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,N2O_AWB
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,N2O_AWB
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,N2O_AWB
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,N2O_AWB
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,N2O_AWB
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,N2O_AWB
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,N2O_AWB
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,N2O_AWB
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,N2O_AWB
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,N2O_AWB
Japan,Corn,CornAEZ12,CornAEZ12,2020,NOx_AWB
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NOx_AWB
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NOx_AWB
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NOx_AWB
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NOx_AWB
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NOx_AWB
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NOx_AWB
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NOx_AWB
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,NOx_AWB
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NOx_AWB
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NOx_AWB
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,NOx_AWB
Japan,Corn,CornAEZ12,CornAEZ12,2020,CO_AWB
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,CO_AWB
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,CO_AWB
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,CO_AWB
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,CO_AWB
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,CO_AWB
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,CO_AWB
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,CO_AWB
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,CO_AWB
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,CO_AWB
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,CO_AWB
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,CO_AWB
Japan,Corn,CornAEZ12,CornAEZ12,2020,NMVOC_AWB
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NMVOC_AWB
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NMVOC_AWB
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NMVOC_AWB
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NMVOC_AWB
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NMVOC_AWB
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NMVOC_AWB
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NMVOC_AWB
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,NMVOC_AWB
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NMVOC_AWB
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NMVOC_AWB
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,NMVOC_AWB
Japan,Corn,CornAEZ12,CornAEZ12,2020,NH3_AWB
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NH3_AWB
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NH3_AWB
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NH3_AWB
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NH3_AWB
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NH3_AWB
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NH3_AWB
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NH3_AWB
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,NH3_AWB
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NH3_AWB
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NH3_AWB
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,NH3_AWB
Japan,Corn,CornAEZ12,CornAEZ12,2020,BC_AWB
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,BC_AWB
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,BC_AWB
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,BC_AWB
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,BC_AWB
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,BC_AWB
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,BC_AWB
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,BC_AWB
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,BC_AWB
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,BC_AWB
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,BC_AWB
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,BC_AWB
Japan,Corn,CornAEZ12,CornAEZ12,2020,OC_AWB
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,OC_AWB
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,OC_AWB
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,OC_AWB
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,OC_AWB
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,OC_AWB
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,OC_AWB
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,OC_AWB
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,OC_AWB
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,OC_AWB
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,OC_AWB
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,OC_AWB
Japan,Corn,CornAEZ12,CornAEZ12,2020,SO2_2_AWB
Japan,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,SO2_2_AWB
Japan,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,SO2_2_AWB
Japan,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,SO2_2_AWB
Japan,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,SO2_2_AWB
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,SO2_2_AWB
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,SO2_2_AWB
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,SO2_2_AWB
Japan,Rice,RiceAEZ12,RiceAEZ12,2020,SO2_2_AWB
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,SO2_2_AWB
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,SO2_2_AWB
Japan,Wheat,WheatAEZ12,WheatAEZ12,2020,SO2_2_AWB
Latin America,Rice,RiceAEZ12,RiceAEZ12,2020,CH4_AGR
Latin America,Corn,CornAEZ12,CornAEZ12,2020,N2O_AGR
Latin America,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,N2O_AGR
Latin America,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,N2O_AGR
Latin America,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,N2O_AGR
Latin America,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,N2O_AGR
Latin America,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,N2O_AGR
Latin America,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,N2O_AGR
Latin America,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,N2O_AGR
Latin America,Rice,RiceAEZ12,RiceAEZ12,2020,N2O_AGR
Latin America,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,N2O_AGR
Latin America,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,N2O_AGR
Latin America,Wheat,WheatAEZ12,WheatAEZ12,2020,N2O_AGR
Latin America,biomass,eucalyptusAEZ12,eucalyptusAEZ12,2020,N2O_AGR
Latin America,Corn,CornAEZ12,CornAEZ12,2020,NOx_AGR
Latin America,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NOx_AGR
Latin America,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NOx_AGR
Latin America,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NOx_AGR
Latin America,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NOx_AGR
Latin America,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NOx_AGR
Latin America,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NOx_AGR
Latin America,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NOx_AGR
Latin America,Rice,RiceAEZ12,RiceAEZ12,2020,NOx_AGR
Latin America,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NOx_AGR
Latin America,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NOx_AGR
Latin America,Wheat,WheatAEZ12,WheatAEZ12,2020,NOx_AGR
Latin America,Corn,CornAEZ12,CornAEZ12,2020,NMVOC_AGR
Latin America,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NMVOC_AGR
Latin America,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NMVOC_AGR
Latin America,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NMVOC_AGR
Latin America,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NMVOC_AGR
Latin America,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NMVOC_AGR
Latin America,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NMVOC_AGR
Latin America,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NMVOC_AGR
Latin America,Rice,RiceAEZ12,RiceAEZ12,2020,NMVOC_AGR
Latin America,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NMVOC_AGR
Latin America,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NMVOC_AGR
Latin America,Wheat,WheatAEZ12,WheatAEZ12,2020,NMVOC_AGR
Latin America,Corn,CornAEZ12,CornAEZ12,2020,NH3_AGR
Latin America,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NH3_AGR
Latin America,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NH3_AGR
Latin America,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NH3_AGR
Latin America,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NH3_AGR
Latin America,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NH3_AGR
Latin America,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NH3_AGR
Latin America,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NH3_AGR
Latin America,Rice,RiceAEZ12,RiceAEZ12,2020,NH3_AGR
Latin America,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NH3_AGR
Latin America,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NH3_AGR
Latin America,Wheat,WheatAEZ12,WheatAEZ12,2020,NH3_AGR
Latin America,Corn,CornAEZ12,CornAEZ12,2020,CH4_AWB
Latin America,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,CH4_AWB
Latin America,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,CH4_AWB
Latin America,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,CH4_AWB
Latin America,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,CH4_AWB
Latin America,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,CH4_AWB
Latin America,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,CH4_AWB
Latin America,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,CH4_AWB
Latin America,Rice,RiceAEZ12,RiceAEZ12,2020,CH4_AWB
Latin America,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,CH4_AWB
Latin America,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,CH4_AWB
Latin America,Wheat,WheatAEZ12,WheatAEZ12,2020,CH4_AWB
Latin America,Corn,CornAEZ12,CornAEZ12,2020,N2O_AWB
Latin America,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,N2O_AWB
Latin America,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,N2O_AWB
Latin America,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,N2O_AWB
Latin America,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,N2O_AWB
Latin America,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,N2O_AWB
Latin America,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,N2O_AWB
Latin America,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,N2O_AWB
Latin America,Rice,RiceAEZ12,RiceAEZ12,2020,N2O_AWB
Latin America,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,N2O_AWB
Latin America,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,N2O_AWB
Latin America,Wheat,WheatAEZ12,WheatAEZ12,2020,N2O_AWB
Latin America,Corn,CornAEZ12,CornAEZ12,2020,NOx_AWB
Latin America,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NOx_AWB
Latin America,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NOx_AWB
Latin America,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NOx_AWB
Latin America,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NOx_AWB
Latin America,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NOx_AWB
Latin America,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NOx_AWB
Latin America,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NOx_AWB
Latin America,Rice,RiceAEZ12,RiceAEZ12,2020,NOx_AWB
Latin America,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NOx_AWB
Latin America,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NOx_AWB
Latin America,Wheat,WheatAEZ12,WheatAEZ12,2020,NOx_AWB
Latin America,Corn,CornAEZ12,CornAEZ12,2020,CO_AWB
Latin America,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,CO_AWB
Latin America,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,CO_AWB
Latin America,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,CO_AWB
Latin America,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,CO_AWB
Latin America,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,CO_AWB
Latin America,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,CO_AWB
Latin America,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,CO_AWB
Latin America,Rice,RiceAEZ12,RiceAEZ12,2020,CO_AWB
Latin America,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,CO_AWB
Latin America,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,CO_AWB
Latin America,Wheat,WheatAEZ12,WheatAEZ12,2020,CO_AWB
Latin America,Corn,CornAEZ12,CornAEZ12,2020,NMVOC_AWB
Latin America,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NMVOC_AWB
Latin America,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NMVOC_AWB
Latin America,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NMVOC_AWB
Latin America,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2020,NMVOC_AWB
Latin America,OilCrop,OilCropAEZ12,OilCropAEZ12,2020,NMVOC_AWB
Latin America,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2020,NMVOC_AWB
Latin America,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2020,NMVOC_AWB
Latin America,Rice,RiceAEZ12,RiceAEZ12,2020,NMVOC_AWB
Latin America,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2020,NMVOC_AWB
Latin America,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2020,NMVOC_AWB
Latin America,Wheat,WheatAEZ12,WheatAEZ12,2020,NMVOC_AWB
Latin America,Corn,CornAEZ12,CornAEZ12,2020,NH3_AWB
Latin America,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2020,NH3_AWB
Latin America,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2020,NH3_AWB
Latin America,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2020,NH3_AWB
