# ../emissions-data/level1//L121.nonco2_tg_R_awb_C_Y_AEZ.csv
# Written by L121.nonco2_awb_R_S_T_Y.R
# Fri Mar 14 14:51:05 2014
# " Ag waste burning emissions by GCAM region / commodity / AEZ / historical year "
# " Unit = Tg "
"GCAM_region_ID","Non.CO2","GCAM_commodity","AEZ","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
1,"CH4_AWB","Corn","AEZ01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1,"CH4_AWB","Corn","AEZ02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1,"CH4_AWB","Corn","AEZ03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1,"CH4_AWB","Corn","AEZ04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1,"CH4_AWB","Corn","AEZ05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1,"CH4_AWB","Corn","AEZ06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1,"CH4_AWB","Corn","AEZ07",0.000730208901154623,0.000705962466497715,0.000777791410963804,0.00071619321593069,0.000848489272062094,0.000870670836525906,0.000951980782949386,0.00100494459618336,0.00111110719785015,0.00105732867614181,0.00114167462642379,0.00110745950541851,0.000735342064997551,0.000921122990649877,0.000891624569064895,0.000779042973315798,0.000672886950057894,0.000544392051541012,0.000644795691835902,0.000711216539805126,0.000647382973885287,0.000775604582410901,0.000609237307830084,0.000767673099736037,0.000621500009774455,0.000734502654019564,0.000747308524065197,0.000766734637271843,0.000746048554718277,0.00072259453330038,0.000693062027793773,0.000656051882697814,0.000725275933401298,0.000800808766361734,0.000801786814395795,0.000766654512640272,0.000871908146235143,0.000883661690896216,NA,NA
1,"CH4_AWB","Corn","AEZ08",0.000670598292821238,0.000648331216013192,0.000714296404136685,0.000657726778150537,0.000779222844890367,0.000799593617196775,0.000874265825621994,0.000922905937622616,0.00102040195462083,0.000971013642877368,0.00104847401096662,0.00101705204158425,0.000675312410800893,0.000845927109394958,0.00081883679164543,0.000715445795188039,0.000617955819570271,0.000499950602918695,0.000592157791393567,0.000653156373012428,0.000594533860656239,0.000712288097346737,0.000559502216294332,0.000705004101310951,0.000570763852486752,0.000674541525143484,0.000686301987905737,0.000704142250236043,0.000685144876164537,0.000663605523935654,0.000636483904705664,0.000602495083042205,0.000666068027922124,0.000735434737578947,0.000736332942655466,0.00070406866657929,0.000800729919119954,0.000811523963087172,NA,NA
1,"CH4_AWB","Corn","AEZ09",0.000966750466703592,0.000934649718570548,0.00102974670448187,0.000948194584667667,0.00112334620745101,0.00115271319786115,0.00126036243156433,0.00133048317520548,0.00147103575481052,0.00139983638860454,0.00151150509966891,0.00146620644041144,0.000973546451432029,0.00121950866347165,0.00118045461635005,0.00103140369398992,0.000890859823782776,0.000720740693608106,0.000853668772080371,0.000941605779793588,0.000857094170106577,0.00102685148159322,0.000806591717447793,0.0010163506994671,0.000822826760336235,0.00097243512431257,0.00098938928746175,0.00101510823443578,0.000987721167623383,0.000956669524571683,0.00091757035249052,0.000868571257864711,0.000960219528953834,0.00106022022930203,0.00106151510312771,0.00101500215448408,0.00115435131777036,0.00116991226857299,NA,NA
1,"CH4_AWB","Corn","AEZ10",0.00473936743925024,0.00458199772936425,0.0050481982372737,0.00464839965991467,0.00550705753135252,0.0056510253523489,0.00617876160968195,0.00652251936380235,0.00721155996137673,0.00686251440152046,0.00740995561973479,0.00718788488057232,0.00477268386354887,0.00597848136680876,0.00578702402008501,0.00505632141113511,0.00436732351024228,0.00353333677414836,0.00418499925435559,0.00461609890769446,0.00420179181917041,0.00503400478657424,0.0039542101649826,0.00498252607866643,0.0040338003346183,0.00476723572802094,0.00485035129047101,0.00497643505671539,0.00484217355162421,0.00468994694188048,0.00449826837595751,0.0042580567374629,0.00470735037302165,0.0051975906981683,0.0052039386473638,0.00497591501365737,0.00565905602047545,0.00573534154202196,NA,NA
