# ../emissions-data/level1//L122.ghg_tg_R_agr_C_Y_AEZ.csv
# Written by L122.ghg_agr_R_S_T_Y.R
# Fri Mar 14 14:51:40 2014
# " Agriculture emissions by GCAM region / commodity / AEZ / historical year "
# " Unit = Tg "
"GCAM_region_ID","Non.CO2","GCAM_commodity","AEZ","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008"
1,"CH4_AGR","Rice","AEZ01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CH4_AGR","Rice","AEZ02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CH4_AGR","Rice","AEZ03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CH4_AGR","Rice","AEZ04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CH4_AGR","Rice","AEZ05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CH4_AGR","Rice","AEZ06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CH4_AGR","Rice","AEZ07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CH4_AGR","Rice","AEZ08",0.000131311007242527,0.000129461556436295,0.000152024856272335,0.000173848375785881,0.000191233213364469,0.000164971011915964,0.000147586174337375,0.000191603103525716,0.000181985959333305,0.000206398709975579,0.000231551240940344,0.000196411675621921,0.000128351885952555,0.000162011890625992,0.000142037821918677,0.000131680897403774,0.000127612105630062,0.000154983977562307,0.000141298041596185,0.00014499694320865,0.000140558261273692,0.000154614087401061,0.000136859359661226,0.0001557237578848,0.000142037821918677,0.000125392764662582,0.000136489469499979,0.000139078700628705,0.00014610661369239,0.000123173423695103,0.0001342701285325,0.000130201336758788,0.00012132397288887,0.000135379799016239,0.000136489469499979,0.000144257162886157,0.000148695844821115,0.00015461408740106
1,"CH4_AGR","Rice","AEZ09",0.0117842019002567,0.0116182272256051,0.0136431182563534,0.0156016194172411,0.0171617813589652,0.0148049409789139,0.0132447790371898,0.0171949762938955,0.0163319079857077,0.0185227736911075,0.0207800292663679,0.0176265104479894,0.0115186424208141,0.0145393814994715,0.0127468550132352,0.0118173968351869,0.0114522525509535,0.0139086777357957,0.0126804651433747,0.0130124144926776,0.0126140752735141,0.0138754828008655,0.0122821259242111,0.0139750676056564,0.0127468550132353,0.0112530829413717,0.0122489309892808,0.0124812955337928,0.0131119992974686,0.01105391333179,0.012049761379699,0.0116846170954656,0.0108879386571385,0.0121493461844899,0.0122489309892807,0.0129460246228171,0.0133443638419806,0.0138754828008654
1,"CH4_AGR","Rice","AEZ10",0.0790381172027728,0.077924904284424,0.0915061018882808,0.104642014324798,0.115106215757277,0.0992985923167233,0.0888343908842433,0.115328858340947,0.109540151165533,0.124234561687739,0.139374257377283,0.118223211928655,0.0772569765334145,0.0975174516473649,0.0854947521291966,0.0792607597864426,0.0768116913660748,0.0932872425576391,0.085049466961857,0.0872758927985545,0.0846041817945175,0.0930645999739691,0.0823777559578194,0.0937325277249784,0.0854947521291963,0.0754758358640564,0.0821551133741496,0.0837136114598382,0.0879438205495642,0.0741399803620374,0.0808192578721309,0.0783701894517636,0.0730267674436887,0.0814871856231402,0.0821551133741496,0.0868306076312154,0.0895023186352525,0.0930645999739694
1,"CH4_AGR","Rice","AEZ11",0.155848021921406,0.153652979359133,0.180432498618867,0.206334000853693,0.226967400939062,0.195797796554781,0.175164396469411,0.227406409451516,0.215992188127695,0.244966749949703,0.274819328796621,0.233113520113427,0.152335953821769,0.192285728455143,0.168579268782591,0.156287030433861,0.151457936796859,0.183944566718505,0.167701251757682,0.172091336882229,0.166823234732773,0.18350555820605,0.162433149608226,0.184822583743414,0.168579268782591,0.148823885722131,0.161994141095771,0.165067200682954,0.173408362419593,0.146189834647404,0.159360090021043,0.154530996384042,0.14399479208513,0.160677115558408,0.161994141095772,0.171213319857319,0.176481422006775,0.18350555820605
1,"CH4_AGR","Rice","AEZ12",0.108172785374699,0.106649225017308,0.125236661377468,0.143214673594672,0.157536140954139,0.135901583879199,0.121580116519732,0.157840853025617,0.149918339167188,0.170029335884738,0.190749756745244,0.161802109954832,0.105735088802875,0.133463887307375,0.117009435447562,0.108477497446177,0.105125664659919,0.127674357949292,0.116400011304606,0.119447132019386,0.11579058716165,0.127369645877814,0.11274346644687,0.128283782092249,0.117009435447562,0.103297392231051,0.112438754375391,0.114571738875737,0.12036126823382,0.101469119802182,0.110610481946523,0.107258649160265,0.0999455594447923,0.111524618160957,0.112438754375391,0.11883770787643,0.122494252734166,0.127369645877814
