# File: NMVOC_total_CEDS_emissions.csv
# Title: CEDS NMVOC emissions
# Units: kt
# Source: CEDS https://github.com/JGCRI/CEDS/releases/tag/2021_4_21_Release 
# Description: CEDS output data for NMVOC emissions
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
iso,sector,fuel,units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
abw,11A_Volcanoes,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11B_Forest-fires,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11C_Other-natural,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,biomass,kt,1.70E-06,1.14E-06,1.13E-06,1.12E-06,1.11E-06,4.16E-06,4.10E-06,5.10E-06,5.02E-06,5.98E-06,1.03E-06,1.02E-06,1.03E-06,1.03E-06,1.03E-06,1.03E-06,1.01E-06,0,0,0,3.35E-05,3.61E-05,3.55E-05,3.68E-05,3.69E-05,3.98E-05,3.21E-05,0.000109104,0.000211045,0.000459088,0.000237621,0.000252706,0.00026471,0.000234666,0.000294665,0.000210272,0.000235056,0.000218348,0.000215379,0.000227746,0.000227546,0.000288158,0.000422769,0.00058189,0.000801031,0.001077579,0.001005833,0.000841611,0.000838374,0.000835518
abw,1A1a_Electricity-autoproducer,brown_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,coal_coke,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,diesel_oil,kt,1.17E-05,9.23E-06,8.45E-06,1.13E-05,1.12E-05,4.83E-06,1.65E-05,7.85E-06,6.99E-06,6.81E-06,8.20E-06,6.09E-06,5.38E-06,3.19E-06,5.84E-06,6.94E-06,1.63E-06,3.50E-06,5.31E-06,4.64E-06,1.51E-05,9.71E-06,7.65E-06,5.93E-06,5.04E-06,1.52E-06,1.27E-06,5.38E-06,8.46E-06,1.03E-05,1.16E-05,1.20E-05,1.30E-05,1.11E-05,1.13E-05,7.22E-06,9.03E-06,9.03E-06,1.06E-05,1.19E-05,9.22E-06,2.05E-05,3.02E-05,4.36E-05,4.11E-05,4.13E-05,3.83E-05,2.77E-05,2.33E-05,1.61E-05
abw,1A1a_Electricity-autoproducer,hard_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,heavy_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000546047,0.000932265,0.0026131,0.003298423,0.003295979,0.00329277,0.003309556,0.00320094,0.003220476,0.003055546
abw,1A1a_Electricity-autoproducer,light_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
