# File: SO2_total_CEDS_emissions.csv
# Title: CEDS SO2 emissions
# Units: kt
# Source: CEDS https://github.com/JGCRI/CEDS/releases/tag/2021_4_21_Release 
# Description: CEDS output data for SO2 emissions
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
iso,sector,fuel,units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
abw,11A_Volcanoes,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11B_Forest-fires,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11C_Other-natural,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,biomass,kt,8.64E-06,5.78E-06,5.75E-06,5.72E-06,5.67E-06,2.12E-05,2.09E-05,2.60E-05,2.55E-05,3.05E-05,5.23E-06,5.21E-06,5.22E-06,5.25E-06,5.25E-06,5.22E-06,5.14E-06,0,0,0,0.000170781,0.000183902,0.000180608,0.000197567,0.000193032,0.000208443,0.000235822,0.000249716,0.00033114,0.000685259,0.00043772,0.000444973,0.000474356,0.000441902,0.0005248,0.00040642,0.000406945,0.000415,0.000381502,0.000376309,0.000447539,0.000305017,0.000309359,0.000336693,0.000449699,0.000604634,0.00056723,0.000476706,0.000476706,0.000476706
abw,1A1a_Electricity-autoproducer,brown_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,coal_coke,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,diesel_oil,kt,0.03266733,0.025824195,0.023641199,0.031588427,0.031199054,0.013513027,0.046233444,0.021947142,0.019549108,0.019060347,0.022924757,0.017041776,0.015056282,0.008937015,0.01632963,0.019398785,0.004572962,0.009776374,0.014855003,0.012987494,0.042135422,0.030183733,0.027552988,0.02824338,0.035240934,0.035017297,0.0289836,0.0318962,0.03061282,0.032548345,0.042682547,0.042716218,0.048506095,0.044616495,0.044490751,0.032342152,0.034806746,0.036535118,0.03802684,0.038171235,0.033354339,0.034354153,0.030975056,0.032101422,0.027032776,0.025343228,0.02590641,0.021400948,0.02206868,0.021475721
abw,1A1a_Electricity-autoproducer,hard_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,heavy_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152874053,0.143611623,0.284407332,0.290039161,0.287223246,0.292855075,0.301302817,0.298486903,0.307800008,0.299529796
abw,1A1a_Electricity-autoproducer,light_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
