# File: NOx_total_CEDS_emissions.csv
# Title: CEDS NOx emissions
# Units: kt
# Source: CEDS https://github.com/JGCRI/CEDS/releases/tag/2021_4_21_Release 
# Description: CEDS output data for NOx emissions
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
iso,sector,fuel,units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
abw,11A_Volcanoes,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11B_Forest-fires,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11C_Other-natural,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,biomass,kt,5.53E-05,3.70E-05,3.68E-05,3.66E-05,3.63E-05,0.000135534,0.00013367,0.000166353,0.000163537,0.000194993,3.35E-05,3.34E-05,3.35E-05,3.36E-05,3.36E-05,3.34E-05,3.29E-05,0,0,0,0.001093619,0.001177619,0.001156505,0.001640226,0.001607543,0.001840143,0.001398251,0.002943904,0.004569385,0.009277752,0.004604873,0.004724183,0.00481592,0.00421686,0.005292446,0.003525744,0.003713172,0.003229424,0.003103901,0.003152599,0.003293105,0.003710288,0.005871719,0.007989073,0.010759625,0.014474854,0.013322262,0.011008951,0.010845195,0.010700751
abw,1A1a_Electricity-autoproducer,brown_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,coal_coke,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,diesel_oil,kt,0.007790273,0.006158371,0.005637785,0.007532984,0.007440129,0.003222491,0.011025424,0.005233799,0.004661933,0.004545376,0.005466933,0.004064002,0.003590515,0.002131236,0.003894174,0.004626085,0.001090527,0.0023314,0.003542516,0.003097166,0.010048157,0.007197898,0.006570427,0.0087321,0.01092929,0.011512072,0.006655075,0.015122714,0.017616256,0.019026823,0.020043112,0.021130989,0.023884282,0.021438956,0.023403878,0.015129067,0.017230481,0.01550381,0.016944992,0.017580023,0.013535823,0.023035554,0.032393448,0.041952578,0.035611141,0.033393958,0.034081459,0.028098534,0.028902445,0.028033211
abw,1A1a_Electricity-autoproducer,hard_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,heavy_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026340318,0.04035171,0.123044395,0.154849381,0.152682793,0.153851056,0.155820996,0.151912803,0.154117053,0.147501653
abw,1A1a_Electricity-autoproducer,light_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
