# File: CO_total_CEDS_emissions.csv
# Title: CEDS CO emissions
# Units: kt
# Source: CEDS https://github.com/JGCRI/CEDS/releases/tag/2021_4_21_Release
# Description: CEDS output data for CO emissions
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
iso,sector,fuel,units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
abw,11A_Volcanoes,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11B_Forest-fires,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11C_Other-natural,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,biomass,kt,2.43E-05,1.63E-05,1.62E-05,1.61E-05,1.60E-05,5.96E-05,5.88E-05,7.32E-05,7.19E-05,8.58E-05,1.47E-05,1.47E-05,1.47E-05,1.48E-05,1.48E-05,1.47E-05,1.45E-05,0,0,0,0.000480984,0.000517939,0.000508665,0.000502868,0.000494693,0.000573178,0.000446543,0.00161529,0.002608782,0.005094097,0.002570432,0.002653741,0.002688716,0.002380316,0.00297794,0.002053402,0.002301355,0.002113283,0.002095496,0.002185196,0.002328888,0.002543678,0.003875441,0.00524372,0.006933262,0.009330842,0.00867175,0.007228226,0.007176092,0.007130106
abw,1A1a_Electricity-autoproducer,brown_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,coal_coke,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,diesel_oil,kt,0.001251717,0.000989508,0.000905862,0.001210376,0.001195457,0.00051778,0.001771531,0.00084095,0.000749065,0.000730337,0.00087841,0.000652991,0.000576913,0.00034244,0.000625704,0.000743305,0.000175223,0.000374602,0.0005692,0.000497643,0.001614506,0.001100775,0.000941674,0.000797844,0.0008791,0.000756454,0.000467021,0.001868842,0.002302955,0.002420614,0.002615501,0.002753725,0.003068596,0.00276131,0.002977923,0.001973693,0.002241516,0.002029279,0.002207022,0.002288101,0.001761795,0.002997363,0.00416946,0.005500964,0.004684179,0.004480413,0.004443682,0.003531756,0.0034602,0.003135868
abw,1A1a_Electricity-autoproducer,hard_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,heavy_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003322438,0.004910422,0.014347119,0.017872049,0.017220819,0.017280461,0.017444855,0.016949924,0.017135559,0.016340201
abw,1A1a_Electricity-autoproducer,light_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
