# File: N2O_total_CEDS_emissions.csv
# Title: CEDS N2O emissions
# Units: kt
# Source: CEDS https://github.com/JGCRI/CEDS/releases/tag/2021_4_21_Release
# Description: CEDS output data for N2O emissions
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
iso,sector,fuel,units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
abw,11A_Volcanoes,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11B_Forest-fires,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11C_Other-natural,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,biomass,kt,1.39E-06,9.28E-07,9.23E-07,9.17E-07,9.10E-07,3.40E-06,3.35E-06,4.17E-06,4.10E-06,4.89E-06,8.39E-07,8.36E-07,8.38E-07,8.42E-07,8.42E-07,8.37E-07,8.25E-07,0,0,0,2.74E-05,2.95E-05,2.90E-05,3.92E-05,3.91E-05,4.75E-05,3.70E-05,7.49E-05,0.000130049,0.000245849,0.000122967,0.000131774,0.000117736,0.000105626,0.00013118,9.15E-05,5.64E-05,4.96E-05,4.61E-05,4.50E-05,4.73E-05,4.76E-05,7.53E-05,0.000100149,0.000129038,0.000173496,0.000162763,0.000136788,0.000136788,0.000136788
abw,1A1a_Electricity-autoproducer,brown_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,coal_coke,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,diesel_oil,kt,3.20E-05,2.53E-05,2.32E-05,3.10E-05,3.06E-05,1.32E-05,4.53E-05,2.15E-05,1.92E-05,1.87E-05,2.25E-05,1.67E-05,1.48E-05,8.76E-06,1.60E-05,1.90E-05,4.48E-06,9.58E-06,1.46E-05,1.27E-05,4.13E-05,2.96E-05,2.69E-05,3.27E-05,4.08E-05,4.52E-05,2.51E-05,4.23E-05,4.17E-05,3.90E-05,4.60E-05,4.82E-05,5.46E-05,4.98E-05,5.38E-05,3.53E-05,3.98E-05,3.44E-05,3.62E-05,3.60E-05,2.78E-05,4.22E-05,5.94E-05,7.52E-05,6.11E-05,5.73E-05,5.86E-05,4.84E-05,4.99E-05,4.85E-05
abw,1A1a_Electricity-autoproducer,hard_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,heavy_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54E-05,3.53E-05,0.0001091,0.000135927,0.000129852,0.000132398,0.000136217,0.000134944,0.000139155,0.000135416
abw,1A1a_Electricity-autoproducer,light_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
