# File: CH4_total_CEDS_emissions.csv
# Title: CEDS CH4 emissions
# Units: kt
# Source: CEDS https://github.com/JGCRI/CEDS/releases/tag/2021_4_21_Release 
# Description: CEDS output data for CH4 emissions
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
iso,sector,fuel,units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
abw,11A_Volcanoes,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11B_Forest-fires,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,11C_Other-natural,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,biomass,kt,1.72E-06,1.15E-06,1.15E-06,1.14E-06,1.13E-06,4.22E-06,4.16E-06,5.18E-06,5.09E-06,6.07E-06,1.04E-06,1.04E-06,1.04E-06,1.05E-06,1.05E-06,1.04E-06,1.03E-06,0,0,0,3.41E-05,3.67E-05,3.60E-05,5.86E-05,6.07E-05,7.16E-05,5.51E-05,9.65E-05,0.000156053,0.000322678,0.000165351,0.000176491,0.000186974,0.000168725,0.000216321,0.000149849,0.000152958,0.00012938,0.000118679,0.000115539,0.000114373,0.000124658,0.000191312,0.000252428,0.000330438,0.000444281,0.000416802,0.000350289,0.000350292,0.000350296
abw,1A1a_Electricity-autoproducer,brown_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,coal_coke,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,diesel_oil,kt,5.84E-05,4.62E-05,4.23E-05,5.65E-05,5.58E-05,2.42E-05,8.27E-05,3.92E-05,3.50E-05,3.41E-05,4.10E-05,3.05E-05,2.69E-05,1.60E-05,2.92E-05,3.47E-05,8.18E-06,1.75E-05,2.66E-05,2.32E-05,7.53E-05,5.10E-05,4.33E-05,5.96E-05,6.77E-05,5.67E-05,3.43E-05,6.51E-05,7.83E-05,8.48E-05,9.05E-05,9.42E-05,0.0001052,9.27E-05,9.86E-05,6.33E-05,7.09E-05,6.30E-05,6.68E-05,6.76E-05,5.03E-05,8.55E-05,0.00012009,0.000154788,0.000130706,0.000125084,0.000124495,9.94E-05,9.80E-05,8.97E-05
abw,1A1a_Electricity-autoproducer,hard_coal,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,1A1a_Electricity-autoproducer,heavy_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115635,0.00017319,0.000517448,0.000637902,0.000617397,0.000627786,0.000644114,0.000636324,0.000654348,0.000634981
abw,1A1a_Electricity-autoproducer,light_oil,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
