INPUT_TABLE
Variable ID
AgGDPCtrlSteep

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,Non.CO2,ctrl.name,steepness
Africa_Eastern,Wheat,WheatAEZ06,WheatAEZ06,2010,NMVOC_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ07,WheatAEZ07,2010,NMVOC_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ08,WheatAEZ08,2010,NMVOC_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ09,WheatAEZ09,2010,NMVOC_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ10,WheatAEZ10,2010,NMVOC_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ11,WheatAEZ11,2010,NMVOC_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ12,WheatAEZ12,2010,NMVOC_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ04,FiberCropAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ05,FiberCropAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ08,FiberCropAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ09,FiberCropAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ10,FiberCropAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ04,FodderGrassAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ08,FodderGrassAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ09,FodderGrassAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ04,FodderHerbAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ08,FodderHerbAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ09,FodderHerbAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ04,MiscCropAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ08,MiscCropAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ09,MiscCropAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ01,OilCropAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ02,OilCropAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ03,OilCropAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ04,OilCropAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ05,OilCropAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ06,OilCropAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ07,OilCropAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ08,OilCropAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ09,OilCropAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ10,OilCropAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ11,OilCropAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ12,OilCropAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ03,OtherGrainAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ04,OtherGrainAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ08,OtherGrainAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ09,OtherGrainAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ11,OtherGrainAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ03,PalmFruitAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ04,PalmFruitAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ08,PalmFruitAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ09,PalmFruitAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ11,PalmFruitAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ01,RiceAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ02,RiceAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ03,RiceAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ04,RiceAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ05,RiceAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ06,RiceAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ07,RiceAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ08,RiceAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ09,RiceAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ10,RiceAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ11,RiceAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ12,RiceAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ03,Root_TuberAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ04,Root_TuberAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ08,Root_TuberAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ09,Root_TuberAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ11,Root_TuberAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ03,SugarCropAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ04,SugarCropAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ08,SugarCropAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ09,SugarCropAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ11,SugarCropAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ01,WheatAEZ01,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ02,WheatAEZ02,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ03,WheatAEZ03,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ04,WheatAEZ04,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ05,WheatAEZ05,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ06,WheatAEZ06,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ07,WheatAEZ07,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ08,WheatAEZ08,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ09,WheatAEZ09,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ10,WheatAEZ10,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ11,WheatAEZ11,2010,NOx_AWB,GDP_control,60
Africa_Eastern,Wheat,WheatAEZ12,WheatAEZ12,2010,NOx_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ04,FiberCropAEZ04,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ05,FiberCropAEZ05,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ06,FiberCropAEZ06,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ08,FiberCropAEZ08,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ09,FiberCropAEZ09,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ10,FiberCropAEZ10,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ04,FodderGrassAEZ04,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ05,FodderGrassAEZ05,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ06,FodderGrassAEZ06,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ08,FodderGrassAEZ08,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ09,FodderGrassAEZ09,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ04,FodderHerbAEZ04,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ08,FodderHerbAEZ08,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ09,FodderHerbAEZ09,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,2010,SO2_AWB,GDP_control,60
Africa_Eastern,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ04,MiscCropAEZ04,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ08,MiscCropAEZ08,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ09,MiscCropAEZ09,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,2010,SO2_AWB,GDP_control,60
Africa_Eastern,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ01,OilCropAEZ01,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ02,OilCropAEZ02,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ03,OilCropAEZ03,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ04,OilCropAEZ04,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ05,OilCropAEZ05,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ06,OilCropAEZ06,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ07,OilCropAEZ07,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ08,OilCropAEZ08,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ09,OilCropAEZ09,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ10,OilCropAEZ10,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ11,OilCropAEZ11,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OilCrop,OilCropAEZ12,OilCropAEZ12,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ03,OtherGrainAEZ03,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ04,OtherGrainAEZ04,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ08,OtherGrainAEZ08,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ09,OtherGrainAEZ09,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ11,OtherGrainAEZ11,2010,SO2_AWB,GDP_control,60
Africa_Eastern,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ03,PalmFruitAEZ03,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ04,PalmFruitAEZ04,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ08,PalmFruitAEZ08,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ09,PalmFruitAEZ09,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ11,PalmFruitAEZ11,2010,SO2_AWB,GDP_control,60
Africa_Eastern,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ01,RiceAEZ01,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ02,RiceAEZ02,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ03,RiceAEZ03,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ04,RiceAEZ04,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ05,RiceAEZ05,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ06,RiceAEZ06,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ07,RiceAEZ07,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ08,RiceAEZ08,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ09,RiceAEZ09,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ10,RiceAEZ10,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ11,RiceAEZ11,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Rice,RiceAEZ12,RiceAEZ12,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ03,Root_TuberAEZ03,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ04,Root_TuberAEZ04,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ08,Root_TuberAEZ08,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ09,Root_TuberAEZ09,2010,SO2_AWB,GDP_control,60
Africa_Eastern,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,2010,SO2_AWB,GDP_control,60
