# File: superwell_groundwater_cost_elec.csv
# Title: Groundwater nonrenewable resource curves with capital costs disaggregated from electricity (pumping) requirements
# Comments: Costs and depth bins are from superwell output. elec_coef = (Specific_weight * mean(TotalHead) / Pump_Efficiency) / 1000 * Annual_Operation_time / 3600 * conv_m3_km3
# Source: Superwell model: https://github.com/JGCRI/superwell
# Units: costs in 1975USD per m3; available in km3; elec_coef in kwh per m3
# Column types: ciccnn
# ----------
Country,GCAM_basin_ID,cost_bin,depth_bin,available,elec_coef
Angola,183,"(0.112,0.141]","(100,125]",9.018552630948642,0.0194583243331297
Angola,183,"(0.141,0.174]","(100,125]",10.14803571501985,0.01987125404568704
Angola,183,"(0.174,0.215]","(100,125]",10.568749596055262,0.019561096470106034
Angola,183,"(0.215,0.276]","(100,125]",6.458682012144624,0.019694331427972358
Angola,183,"(0.276,0.373]","(100,125]",6.047650268595464,0.01966666059181702
Angola,183,"(0.373,0.532]","(100,125]",11.924984238170454,0.018873925259695234
Angola,183,"(0.532,0.827]","(100,125]",0.9521962946621173,0.019559882833711937
Angola,183,"(0.827,1.53]","(100,125]",17.450242123989195,0.01947591209663806
Angola,183,"(1.53,5]","(100,125]",20.466155373061806,0.0196081751293065
Angola,183,"(0.0107,0.0146]","(125,150]",0.07519603411412458,0.022551465951117608
Angola,183,"(0.0146,0.0195]","(125,150]",0.11602576755436193,0.023084753950827392
Angola,183,"(0.0195,0.0259]","(125,150]",7.96589278578418,0.023899962725857114
Angola,183,"(0.0259,0.0339]","(125,150]",13.280057237417253,0.023475489625935365
Angola,183,"(0.0339,0.0436]","(125,150]",11.493791976510796,0.02373081560340105
Angola,183,"(0.0436,0.0558]","(125,150]",12.48498863939424,0.023281399563923125
Angola,183,"(0.0558,0.0708]","(125,150]",8.370416567145785,0.023545079090411997
Angola,183,"(0.0708,0.0896]","(125,150]",15.13764410512852,0.02331531902401632
Angola,183,"(0.0896,0.112]","(125,150]",14.181856553506941,0.02339862861900704
Angola,183,"(0.112,0.141]","(125,150]",13.71832179124405,0.02348990712870237
Angola,183,"(0.141,0.174]","(125,150]",17.255859518666462,0.023196377092029992
Angola,183,"(0.174,0.215]","(125,150]",15.772336434409109,0.023660929247872005
Angola,183,"(0.215,0.276]","(125,150]",16.722777105298178,0.023641477648763523
Angola,183,"(0.276,0.373]","(125,150]",5.591561629594469,0.02373633811655758
Angola,183,"(0.373,0.532]","(125,150]",1.8533875596480878,0.02378533570754775
Angola,183,"(0.532,0.827]","(125,150]",3.1549187147323883,0.02402138077371933
Angola,183,"(0.827,1.53]","(125,150]",10.951101024938952,0.023491163510163195
Angola,183,"(1.53,5]","(125,150]",21.983258407949627,0.023375910213859763
Angola,183,"(0.0146,0.0195]","(150,175]",0.5493815098366188,0.0283114335399322
Angola,183,"(0.0195,0.0259]","(150,175]",10.614361792465703,0.02759160245678447
Angola,183,"(0.0259,0.0339]","(150,175]",6.409395395940598,0.027485524824986278
Angola,183,"(0.0339,0.0436]","(150,175]",6.66070420907549,0.027344053132646016
Angola,183,"(0.0436,0.0558]","(150,175]",10.231973425682886,0.027974130613247127
Angola,183,"(0.0558,0.0708]","(150,175]",3.0910764623986062,0.027295955565192754
Angola,183,"(0.0708,0.0896]","(150,175]",9.243214549654603,0.02734651926770511
Angola,183,"(0.0896,0.112]","(150,175]",6.585901677453221,0.027184287789808994
Angola,183,"(0.112,0.141]","(150,175]",12.461582961900048,0.027757374496470085
Angola,183,"(0.141,0.174]","(150,175]",4.795319029793128,0.027662235366039
Angola,183,"(0.174,0.215]","(150,175]",6.612285553881253,0.027240428558581005
Angola,183,"(0.215,0.276]","(150,175]",9.810252954304408,0.02749455385723238
Angola,183,"(0.276,0.373]","(150,175]",3.7883866350811948,0.02728030375626742
Angola,183,"(0.373,0.532]","(150,175]",4.762735372977676,0.027864576949111295
Angola,183,"(0.532,0.827]","(150,175]",5.209085667206966,0.02739433618152967
Angola,183,"(0.827,1.53]","(150,175]",5.883486202197082,0.027172003188867866
Angola,183,"(1.53,5]","(150,175]",19.203966031496055,0.027573503952248175
Angola,183,"(0.0146,0.0195]","(175,200]",1.1837584742859137,0.03192951740120455
Angola,183,"(0.0195,0.0259]","(175,200]",0.8231975969048392,0.0320509056732773
Angola,183,"(0.0259,0.0339]","(175,200]",0.8856093502606888,0.03185558469302867
Angola,183,"(0.0339,0.0436]","(175,200]",3.3687431955252856,0.03218830917160267
Angola,183,"(0.0436,0.0558]","(175,200]",5.279181496859163,0.031192243519042644
Angola,183,"(0.0558,0.0708]","(175,200]",0.6785885514840829,0.03240825057263734
Angola,183,"(0.0708,0.0896]","(175,200]",0.1102649181103395,0.03067919543808518
Angola,183,"(0.0896,0.112]","(175,200]",1.3194776383395612,0.032511644468881204
Angola,183,"(0.112,0.141]","(175,200]",4.443570255046985,0.030748258658368877
Angola,183,"(0.141,0.174]","(175,200]",1.1478677868700315,0.03175944052420117
Angola,183,"(0.174,0.215]","(175,200]",0.03333494039112998,0.030066831205723205
Angola,183,"(0.215,0.276]","(175,200]",0.06390503116818107,0.030533058058074783
Angola,183,"(0.276,0.373]","(175,200]",0.0149934403740371,0.030066831205723205
Angola,183,"(0.373,0.532]","(175,200]",3.0409916805042068,0.031584853731258584
Angola,183,"(0.532,0.827]","(175,200]",0.6414058865323383,0.0325118170806954
Angola,183,"(1.53,5]","(175,200]",0.6468653324030674,0.030304887196781403
Angola,183,"(0.0107,0.0146]","(200,225]",0.596359780892769,0.036677612927268594
Angola,183,"(0.0259,0.0339]","(200,225]",0.15664928353917734,0.03691614499147681
Angola,183,"(0.0339,0.0436]","(200,225]",3.079767371210541,0.0363109903320472
Angola,183,"(0.0558,0.0708]","(200,225]",0.9649743844142951,0.03604850114943622
Angola,183,"(0.0708,0.0896]","(200,225]",4.472411288656888e-4,0.036475515735993606
Angola,183,"(0.0896,0.112]","(200,225]",2.0734648602478822,0.03611476062367549
Angola,183,"(0.141,0.174]","(200,225]",2.214290433628719,0.0367424855341215
Angola,183,"(0.373,0.532]","(200,225]",2.493997613760571,0.035928451532853595
Angola,183,"(0.532,0.827]","(200,225]",0.8017573581654229,0.036045222432542406
Angola,183,"(0.0107,0.0146]","(225,250]",1.4184254580155127,0.04112809293033752
Angola,183,"(0.0259,0.0339]","(225,250]",0.3566403768310274,0.0412139332821279
