title,scenario,region,sector,input,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,delivered gas,"gas cooling,year=2080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67736E-05,2.58921E-05,2.38002E-05,1.83581E-05,9.9826E-06,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,delivered gas,"gas cooling,year=2085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10517E-05,5.90415E-05,5.42716E-05,0.000041862,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,delivered gas,"gas cooling,year=2090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65344E-05,5.46729E-05,5.02559E-05,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,delivered gas,"gas cooling,year=2095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63465E-05,5.44912E-05,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,delivered gas,"gas cooling,year=2100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38822E-05,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=1990",1.60038E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2005",0,4.20303E-05,3.50867E-05,2.90896E-05,2.10151E-05,1.29407E-05,6.94361E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2010",0,0,2.25285E-06,1.88067E-06,1.55922E-06,1.12643E-06,6.93631E-07,3.72182E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2015",0,0,0,1.72483E-06,1.43988E-06,1.19377E-06,8.62417E-07,5.3106E-07,2.84951E-07,0,0,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2020",0,0,0,0,2.28629E-06,2.21101E-06,2.03238E-06,1.56766E-06,8.52448E-07,3.18786E-07,0,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2025",0,0,0,0,0,7.82745E-06,7.56972E-06,6.95816E-06,5.36713E-06,2.91848E-06,1.09141E-06,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2030",0,0,0,0,0,0,7.26772E-06,7.02842E-06,6.46059E-06,4.98333E-06,2.70978E-06,1.01337E-06,0,0,0,0,0,0,0,0,0,EJ
