AEZ_ID,Category,Year,Area_km2
915,221,1700,4210.590163
915,222,1700,137.955599
915,223,1700,32.940899
915,224,1700,430.602999
915,225,1700,82.217
915,231,1700,2.55531
916,201,1700,6017.002625
916,203,1700,25.045601
916,211,1700,148.007921
916,221,1700,992.202478
916,223,1700,32.732201
1008,101,1700,64.291654
1008,102,1700,186.316179
1008,103,1700,1235.387651
1008,105,1700,282.150729
1008,112,1700,4.432323
1008,113,1700,41.676055
1008,115,1700,35.407279
1008,121,1700,0.632945
1008,122,1700,6.03609
1008,123,1700,39.87181
1008,125,1700,12.6379
1008,200,1700,1070.794643
1008,201,1700,685.473677
1008,202,1700,3175.912542
1008,203,1700,8696.174735
1008,204,1700,64.4868
1008,205,1700,941.436972
1008,210,1700,28.01874
1008,211,1700,15.991852
1008,212,1700,109.687391
1008,213,1700,1330.778203
1008,214,1700,0.315409
1008,215,1700,197.44742
1008,220,1700,12.431406
1008,221,1700,14.229455
1008,222,1700,131.21555
1008,223,1700,276.186734
1008,224,1700,1.49169
1008,225,1700,41.59671
1008,233,1700,5.97013
1009,100,1700,266.598602
1009,101,1700,1517.919282
1009,102,1700,219.050856
1009,103,1700,701.997966
1009,104,1700,64.734014
1009,105,1700,42.781698
1009,111,1700,23.844159
1009,112,1700,37.206688
1009,113,1700,197.024652
1009,114,1700,0.17547
1009,115,1700,23.3382
1009,121,1700,32.735956
1009,122,1700,6.177057
1009,123,1700,23.96728
1009,124,1700,1.06582
1009,125,1700,0.490401
1009,200,1700,474.924936
1009,201,1700,17155.50594
1009,202,1700,9079.326328
1009,203,1700,17928.85957
1009,204,1700,1277.842792
1009,210,1700,47.609244
1009,211,1700,739.703931
1009,212,1700,453.255412
1009,213,1700,2510.488371
1009,214,1700,2.153113
1009,220,1700,4.25473
1009,221,1700,446.005205
1009,222,1700,306.046832
1009,223,1700,572.422604
1009,224,1700,34.853513
1009,232,1700,0.109084
1014,102,1700,63.286052
1014,122,1700,1.47485
1014,201,1700,1011.0424
1014,202,1700,249.435842
1014,203,1700,63.145972
1014,204,1700,882.0436
1014,211,1700,3.366708
1014,214,1700,1.153907
1014,221,1700,16.992587
1014,222,1700,9.19707
1014,223,1700,1.53283
1014,224,1700,21.31721
1015,101,1700,382.888833
1015,102,1700,126.170701
1015,104,1700,443.062945
1015,111,1700,0.111682
1015,114,1700,0.10934
1015,121,1700,3.995602
1015,122,1700,1.614001
1015,124,1700,4.942427
1015,201,1700,2733.04944
1015,202,1700,1277.270429
1015,203,1700,317.115212
1015,204,1700,1584.816021
1015,211,1700,24.971458
1015,212,1700,0.705278
1015,214,1700,0.858195
1015,221,1700,37.059535
1015,222,1700,17.751096
1015,223,1700,4.213897
1015,224,1700,28.601609
1104,100,1700,1431.210557
1104,101,1700,3155.576684
1104,102,1700,79.600467
1104,103,1700,396.486247
1104,110,1700,4.07882
1104,111,1700,23.342587
1104,113,1700,0.574677
1104,120,1700,0.497748
1104,121,1700,5.585856
1104,122,1700,0.173337
1104,123,1700,1.063679
1104,200,1700,787.122044
1104,201,1700,21560.22293
1104,203,1700,353.572886
1104,210,1700,7.540133
1104,211,1700,3408.581352
1104,213,1700,35.606321
1104,220,1700,1.317529
1104,221,1700,288.113631
1104,223,1700,6.397888
1104,231,1700,1.807239
1105,100,1700,157.475938
1105,101,1700,3769.720152
1105,110,1700,1.189203
1105,111,1700,145.774078
1105,120,1700,0.463163
1105,121,1700,36.361956
1105,200,1700,8732.911745
1105,201,1700,88115.30638
1105,202,1700,76.371554
1105,203,1700,1008.21472
1105,210,1700,1127.012234
1105,211,1700,13530.84321
1105,213,1700,231.177483
1105,220,1700,91.068187
1105,221,1700,1516.127497
1105,222,1700,2.34535
1105,223,1700,20.584008
1105,230,1700,0.372824
